stride_interval,stride_variability,swing_time,stance_time,double_support_time,gait_speed,cadence,step_length,stride_regularity,gait_asymmetry,status
1.6965,0.5927,0.3569,0.4966,0.4746,2.2179,70.1157,1.8988,0.8297,0.001,1
1.0058,0.0378,0.2934,0.2129,0.2107,4.7639,118.5867,2.4027,0.8658,-0.0005,0
1.227,0.0702,0.377,0.2404,0.2393,3.5508,97.1516,2.1952,0.7261,-0.0,0
1.0053,0.0875,0.3098,0.1887,0.1845,4.8409,120.3607,2.4169,0.9123,0.004,1
1.0678,0.1563,0.3192,0.2172,0.2142,4.3532,112.0206,2.3388,0.8711,0.0089,0
1.1202,0.1023,0.3523,0.2111,0.2087,4.071,106.4443,2.2846,0.7959,0.0058,0
1.2809,0.1579,0.3019,0.3427,0.3324,3.332,92.9949,2.1526,0.8224,0.011,1
1.177,0.1217,0.2875,0.3058,0.2975,3.7687,101.1331,2.2331,0.8817,0.0095,1
1.1035,0.1079,0.3192,0.236,0.2325,4.1662,108.408,2.3069,0.8824,0.0047,0
1.1624,0.0553,0.3175,0.2707,0.2654,3.7971,101.7174,2.2426,0.8681,0.0,1
1.1088,0.0965,0.3218,0.2369,0.2337,4.1133,107.2307,2.2989,0.9085,0.0145,1
0.9901,0.0885,0.2887,0.2079,0.2036,4.8763,120.8426,2.4205,0.7961,-0.0002,1
1.0076,0.0558,0.2931,0.212,0.2097,4.7569,118.8485,2.4057,0.867,0.0004,0
1.0305,0.0998,0.2946,0.2295,0.2231,4.5264,114.7067,2.3702,0.9258,0.0173,1
1.0192,0.2992,0.3454,0.1851,0.1511,4.4054,113.0157,2.3484,0.8903,0.036,1
0.9288,0.4796,0.3545,0.1555,0.1467,4.6983,117.9662,2.3951,0.644,0.1014,1
0.987,0.0492,0.2869,0.2117,0.2081,4.8373,120.1998,2.4174,0.8543,0.0042,1
1.1025,0.2319,0.356,0.1933,0.1868,4.2228,109.3086,2.3159,0.8233,0.0045,0
1.5218,0.1176,0.3761,0.3911,0.3823,2.6023,78.4057,1.9927,0.7399,-0.0002,1
1.0989,0.1777,0.2774,0.2934,0.2765,3.9718,104.9189,2.2746,0.7885,0.0393,1
1.0769,0.1262,0.3796,0.157,0.152,4.357,111.9999,2.3397,0.7163,0.0091,0
1.1205,0.0967,0.3529,0.2095,0.2082,4.0653,106.385,2.2861,0.7958,0.0051,0
1.043,0.2254,0.2439,0.2992,0.2874,4.2874,110.3204,2.3267,0.8975,0.0322,1
1.1116,0.0322,0.3078,0.2492,0.244,4.1337,107.8631,2.3028,0.9069,-0.0,1
1.0353,0.2253,0.3237,0.1864,0.1849,4.6822,117.5424,2.391,0.8743,0.0129,0
0.9816,0.1991,0.3631,0.1343,0.1312,4.8478,120.3946,2.4178,0.7939,0.0125,1
1.0085,0.0412,0.2934,0.2123,0.2102,4.7603,118.7422,2.4029,0.8657,0.0004,0
1.1061,0.1161,0.3193,0.2349,0.2346,4.1666,108.4573,2.306,0.8812,0.0048,0
0.9859,0.2017,0.3637,0.1345,0.1313,4.8456,120.2294,2.4161,0.7962,0.0123,1
1.1156,0.0977,0.3529,0.2111,0.2095,4.0628,106.3622,2.288,0.7947,0.0051,0
1.1558,0.0985,0.3586,0.2263,0.2202,3.8616,102.5383,2.2527,0.7812,0.0052,0
1.0628,0.0452,0.3297,0.2005,0.1987,4.4235,112.7063,2.3475,0.8623,-0.0001,0
1.1022,0.2244,0.3555,0.1921,0.1866,4.2307,109.2491,2.3158,0.8231,0.0044,0
1.0688,0.0691,0.3379,0.199,0.1961,4.3604,111.9516,2.3399,0.8193,-0.0001,0
1.0018,0.7011,0.3739,0.1698,0.1598,4.27,110.5591,2.3283,0.704,0.0773,1
1.0181,0.276,0.3453,0.1855,0.151,4.4126,112.8726,2.3496,0.8882,0.0352,1
1.0264,0.2188,0.3691,0.1626,0.1595,4.4238,112.9965,2.3472,0.6693,0.0254,1
1.1769,0.132,0.2879,0.3066,0.2963,3.7515,101.1096,2.2343,0.8854,0.0099,1
1.0677,0.1534,0.3198,0.2162,0.2158,4.3568,111.8474,2.3396,0.8705,0.009,0
1.1751,0.077,0.3559,0.2306,0.2304,3.8121,101.8843,2.2453,0.844,0.0002,0
1.0469,0.095,0.3327,0.1954,0.1923,4.4442,113.5979,2.3544,0.8393,0.0048,0
1.6967,0.5891,0.3563,0.4973,0.4746,2.2169,70.2752,1.8984,0.8299,0.0004,1
1.2633,0.1181,0.3611,0.2697,0.2671,3.4479,95.3201,2.1752,0.8316,0.0009,0
1.1062,0.1077,0.3222,0.2359,0.2339,4.1096,107.5171,2.2968,0.9092,0.0143,1
1.2619,0.111,0.3617,0.2706,0.2658,3.4421,95.0784,2.175,0.8316,0.0001,0
1.1057,0.23,0.3551,0.1928,0.1867,4.2232,109.1747,2.3155,0.8222,0.0045,0
1.2069,0.1212,0.3641,0.2438,0.2383,3.6392,98.6227,2.2074,0.8279,0.0051,0
0.9958,0.2168,0.3754,0.1312,0.1289,4.7369,118.2239,2.3986,0.6965,0.0125,1
1.0319,0.0612,0.326,0.1903,0.1891,4.5821,115.913,2.3747,0.8174,0.0003,0
1.1059,0.1054,0.3217,0.2355,0.2332,4.1091,107.4336,2.2963,0.9097,0.0139,1
1.1466,0.0551,0.2995,0.2737,0.2625,3.9759,105.0135,2.2731,0.8862,-0.0004,1
1.0735,0.057,0.3393,0.1978,0.1961,4.3387,111.4719,2.3336,0.8605,0.004,0
0.9883,0.1745,0.3081,0.1931,0.1839,4.8091,119.9023,2.4148,0.807,0.0167,1
1.1028,0.1763,0.3521,0.1961,0.1899,4.2239,109.4296,2.3173,0.8233,0.014,0
1.1827,0.1762,0.2365,0.368,0.3546,3.6833,99.5801,2.2217,0.8526,0.0147,1
1.0528,0.1,0.3323,0.1961,0.1932,4.4425,113.3885,2.353,0.8416,0.0049,0
1.0083,0.1346,0.2888,0.2186,0.2143,4.7379,118.258,2.399,0.8483,0.0044,1
1.1506,0.0582,0.3,0.2717,0.2631,3.97,104.9301,2.2741,0.8867,-0.0003,1
0.8983,0.0735,0.2149,0.236,0.2305,5.6561,133.7937,2.5324,0.8136,0.0003,1
1.1589,0.0833,0.3586,0.224,0.22,3.864,102.7651,2.2509,0.7819,0.0053,0
1.2792,0.1713,0.3018,0.3434,0.3323,3.339,92.9225,2.1522,0.8213,0.0109,1
1.039,0.1025,0.3351,0.1841,0.1802,4.5925,115.8201,2.3781,0.8304,-0.0003,0
1.1501,0.0524,0.2995,0.2728,0.2622,3.9798,104.7815,2.2723,0.8877,0.0001,1
1.0427,0.165,0.3317,0.1998,0.1987,4.4139,112.8857,2.3483,0.7874,0.0175,0
0.9889,0.4422,0.289,0.2585,0.2575,4.2222,109.5815,2.3165,0.7243,0.1044,1
1.0437,0.0949,0.3711,0.1511,0.146,4.534,114.8413,2.3677,0.7741,-0.0001,0
0.9665,0.2139,0.3656,0.1288,0.1261,4.9115,121.08,2.4272,0.8519,0.0206,1
1.1193,0.0933,0.2817,0.2847,0.2817,4.0223,105.9277,2.2845,0.8114,0.0096,1
1.0463,0.2005,0.3787,0.1424,0.14,4.5595,115.2785,2.3693,0.6944,0.0044,1
1.0189,0.2781,0.3466,0.1868,0.1515,4.4184,112.92,2.3514,0.8886,0.0354,1
1.2088,0.1321,0.2944,0.3228,0.3142,3.5724,97.8505,2.1987,0.8921,0.0098,1
1.2183,0.1848,0.3758,0.2396,0.2393,3.5755,97.6355,2.1971,0.6706,0.0156,0
1.1578,0.1704,0.2913,0.2935,0.2847,3.847,102.6356,2.2479,0.8873,0.0143,1
1.0151,0.2497,0.3289,0.1894,0.1582,4.6022,115.857,2.3752,0.8332,0.0078,1
1.1088,0.185,0.3519,0.1963,0.1898,4.2217,109.5853,2.3163,0.8219,0.0133,0
1.0429,0.2103,0.3414,0.1873,0.1783,4.4566,113.3256,2.3552,0.7633,0.0224,1
1.676,0.238,0.3668,0.4812,0.4606,2.2597,70.6823,1.904,0.8642,0.0072,1
1.1571,0.0595,0.2943,0.2816,0.2781,3.9146,103.7479,2.2636,0.9146,0.0001,1
1.6711,0.2247,0.3675,0.4802,0.4612,2.242,70.8081,1.9032,0.8647,0.0072,1
1.0495,0.0955,0.3324,0.1961,0.1931,4.4648,113.5478,2.3543,0.8397,0.0039,0
1.0644,0.0465,0.3301,0.2009,0.1976,4.4105,112.8742,2.3476,0.8622,-0.0002,0
1.1588,0.056,0.2943,0.2832,0.278,3.9202,104.0289,2.2643,0.914,0.0,1
0.9864,0.4633,0.3627,0.1717,0.1657,4.391,112.4743,2.3453,0.796,0.0755,1
1.4892,1.0149,0.4222,0.3791,0.3702,2.4341,75.0162,1.9569,0.4749,0.0002,0
1.0285,0.0993,0.2943,0.2274,0.2223,4.5265,114.6432,2.368,0.9277,0.0173,1
1.1248,0.1565,0.3543,0.2179,0.2122,3.9721,104.9365,2.2741,0.8661,0.0094,1
1.2208,0.1571,0.4157,0.1983,0.1989,3.5802,97.5714,2.2,0.6545,0.0054,1
1.0299,0.2161,0.3698,0.1627,0.1584,4.4097,112.9342,2.3495,0.6693,0.0254,1
0.9569,0.069,0.236,0.2442,0.2379,5.1025,124.935,2.4593,0.8439,-0.0001,1
1.0433,0.1735,0.3315,0.1994,0.1993,4.4163,112.9726,2.3468,0.7887,0.0173,0
1.4883,1.0131,0.4217,0.3784,0.3698,2.4412,75.0521,1.9498,0.4745,0.0003,0
1.043,0.1647,0.3319,0.1996,0.1979,4.4171,113.027,2.3478,0.7888,0.0177,0
1.1717,0.0863,0.3564,0.2325,0.2302,3.812,101.956,2.245,0.8446,0.0004,0
0.9947,0.16,0.3201,0.1901,0.1852,4.7123,117.8674,2.3953,0.7407,0.0253,1
2.027,6.7789,0.6592,0.3465,0.34,1.7409,59.7386,1.7676,0.5181,0.0088,0
0.9774,0.1478,0.2861,0.2036,0.2001,4.9499,122.1409,2.4349,0.8853,0.0042,1
0.9307,0.4747,0.3553,0.1535,0.1463,4.7054,118.0436,2.395,0.6465,0.1017,1
1.1548,0.1722,0.291,0.2929,0.2863,3.8335,102.5244,2.2471,0.8873,0.0142,1
1.0299,0.0973,0.2943,0.2278,0.2227,4.5288,114.8276,2.3663,0.9238,0.0171,1
1.0507,0.088,0.301,0.232,0.2299,4.4029,112.3044,2.3445,0.9004,0.0136,1
1.1132,0.0133,0.3094,0.2466,0.2429,4.1335,107.739,2.3036,0.9082,-0.0001,1
1.1078,0.1563,0.3531,0.1975,0.1822,4.1973,108.9702,2.3117,0.8624,-0.0002,1
1.0455,0.2008,0.3787,0.1408,0.1388,4.5549,115.2214,2.3728,0.6944,0.0046,1
1.1836,0.1707,0.2376,0.3663,0.3544,3.6908,99.5278,2.2188,0.851,0.0153,1
1.6979,0.591,0.356,0.4964,0.4748,2.219,70.6066,1.8979,0.83,0.0002,1
1.0316,0.0946,0.3097,0.215,0.212,4.5123,114.5367,2.3633,0.8786,0.013,0
1.0602,0.081,0.3405,0.1923,0.1893,4.3922,112.4154,2.3463,0.7535,0.0045,0
1.0438,0.1605,0.3321,0.2003,0.1985,4.4171,112.835,2.347,0.7881,0.0175,0
0.9015,0.078,0.2133,0.2352,0.2312,5.6444,133.5864,2.5352,0.8133,0.0003,1
1.1574,0.0876,0.3576,0.2258,0.2208,3.8581,103.048,2.2534,0.7807,0.005,0
1.0402,0.2403,0.2446,0.2992,0.2872,4.2907,110.4269,2.3253,0.8997,0.0319,1
1.1466,0.0536,0.2994,0.2726,0.262,3.9659,104.8461,2.2718,0.886,0.0002,1
1.0747,0.0561,0.34,0.1988,0.1973,4.3298,111.4159,2.3377,0.8608,0.0043,0
1.0397,0.1049,0.3248,0.1997,0.1968,4.4968,114.3468,2.3624,0.8634,0.0044,0
1.0518,0.1016,0.3324,0.1966,0.1932,4.4495,113.486,2.3543,0.8403,0.0044,0
1.0287,0.2201,0.369,0.1617,0.1588,4.4216,112.7756,2.3487,0.6682,0.0251,1
0.992,0.1441,0.3528,0.1499,0.1484,4.771,119.2555,2.4076,0.7616,0.0107,1
1.1738,0.0807,0.3555,0.2333,0.2304,3.8087,101.7699,2.2433,0.8451,0.0009,0
1.1709,0.0726,0.356,0.2313,0.2308,3.8198,102.0442,2.2436,0.8449,0.0003,0
1.0069,0.1488,0.2881,0.2194,0.2129,4.7399,118.5138,2.3991,0.8504,0.0043,1
1.0753,0.0587,0.3399,0.1992,0.1976,4.3299,111.3018,2.334,0.8615,0.0042,0
1.4874,1.0182,0.4218,0.3796,0.3698,2.4377,74.8023,1.9545,0.4745,0.0003,0
0.9542,0.0656,0.2377,0.244,0.2385,5.111,124.7441,2.4614,0.8454,-0.0001,1
1.0308,0.2015,0.3694,0.1637,0.1586,4.407,112.8301,2.3506,0.6686,0.0254,1
1.22,0.1675,0.4162,0.2004,0.1996,3.5659,97.3636,2.2,0.6533,0.0051,1
0.9907,0.0747,0.2882,0.2078,0.2043,4.8827,120.8794,2.4216,0.7955,-0.0003,1
1.1479,0.0558,0.2982,0.2718,0.2638,3.9769,104.7786,2.2762,0.8866,0.0001,1
0.9015,0.068,0.2134,0.2366,0.2326,5.6521,133.7478,2.5331,0.8151,-0.0002,1
1.2748,0.1514,0.3016,0.3426,0.3308,3.3443,93.3472,2.1553,0.8213,0.0108,1
1.0256,0.0364,0.3044,0.2089,0.2067,4.6491,116.8244,2.3853,0.9155,0.0004,0
1.0722,0.0744,0.2621,0.2754,0.2711,4.3546,111.8026,2.34,0.8599,0.0023,1
1.1599,0.0536,0.3188,0.2707,0.2649,3.8238,102.1453,2.2447,0.8678,0.0001,1
2.0306,6.7797,0.6586,0.3444,0.3394,1.7582,59.7472,1.7643,0.5177,0.0089,0
0.9889,0.0523,0.2868,0.212,0.2062,4.8411,120.432,2.4148,0.8555,0.0044,1
1.2351,0.0511,0.3438,0.2781,0.2733,3.5192,96.4407,2.1896,0.8694,0.0051,0
1.0954,0.1484,0.242,0.3129,0.3031,4.1655,108.5224,2.3063,0.8982,0.0044,1
1.0701,0.1282,0.2802,0.2485,0.2381,4.4421,113.289,2.3532,0.8343,0.0131,1
1.2594,0.1098,0.3618,0.2701,0.2673,3.4424,94.9733,2.1761,0.8305,-0.0001,0
1.1693,0.0528,0.3486,0.2341,0.2274,3.8823,103.0216,2.2506,0.804,0.0001,0
0.9008,0.0719,0.2138,0.235,0.2323,5.6428,133.5536,2.5384,0.8132,0.0001,1
1.0622,0.0817,0.3406,0.1938,0.1908,4.3946,112.1598,2.3465,0.753,0.0048,0
1.0639,0.0552,0.33,0.2012,0.198,4.419,112.8488,2.3461,0.864,0.0,0
1.0389,0.2131,0.3413,0.1858,0.1796,4.4505,113.3502,2.3519,0.7634,0.0216,1
2.0276,6.7747,0.6595,0.3449,0.3396,1.77,59.7955,1.7645,0.5169,0.0089,0
1.1723,0.0594,0.3485,0.234,0.2277,3.8575,102.9036,2.2522,0.8054,0.0003,0
1.0244,0.2036,0.3693,0.1618,0.1577,4.432,112.9204,2.3494,0.6676,0.0259,1
1.1824,0.1733,0.2361,0.3671,0.3545,3.6894,99.3761,2.218,0.8507,0.0151,1
1.0078,0.0429,0.2926,0.2109,0.2106,4.7568,118.7343,2.4056,0.8667,0.0004,0
1.1071,0.1888,0.3511,0.1974,0.1906,4.2285,109.3191,2.3158,0.8224,0.014,0
1.0995,0.183,0.2787,0.2945,0.2773,3.9667,104.8705,2.2718,0.789,0.0387,1
1.1039,0.1031,0.3183,0.2339,0.2328,4.1707,108.6679,2.3077,0.8805,0.0048,0
1.1681,0.0504,0.3487,0.2325,0.2272,3.8611,102.9917,2.2523,0.8041,0.0001,0
0.9646,0.2138,0.3652,0.1283,0.1273,4.9085,121.6118,2.4252,0.8518,0.0205,1
0.9767,0.1549,0.2867,0.2047,0.1996,4.9693,122.3559,2.4349,0.8854,0.0047,1
1.915,0.2154,0.4139,0.5419,0.5168,1.895,62.9093,1.8043,0.8216,0.008,1
1.0403,0.2106,0.342,0.1876,0.1794,4.4426,113.5916,2.352,0.7637,0.0219,1
1.0682,0.0569,0.3375,0.1985,0.1948,4.3595,111.6161,2.3398,0.8179,-0.0004,0
0.9984,0.1536,0.3347,0.1744,0.1695,4.7077,117.703,2.3934,0.8339,0.0169,1
0.9583,0.0647,0.2371,0.2446,0.2397,5.1078,124.7259,2.4547,0.8441,0.0001,1
1.1022,0.1174,0.3242,0.2365,0.2344,4.0869,106.8498,2.2942,0.9204,0.0094,0
0.9534,0.0695,0.2372,0.2432,0.2394,5.1014,124.8508,2.4583,0.8454,-0.0005,1
1.0266,0.2169,0.3694,0.1602,0.1596,4.4197,112.7762,2.35,0.6676,0.0255,1
1.161,0.1021,0.3585,0.2259,0.2208,3.8477,102.8448,2.2506,0.7813,0.005,0
0.9822,0.0661,0.307,0.1842,0.1804,4.9365,121.7792,2.4326,0.8924,0.0001,1
1.0054,0.0785,0.3084,0.1887,0.1853,4.8441,120.4091,2.4173,0.9141,0.0041,1
1.2167,0.1819,0.3753,0.2394,0.2379,3.5808,97.7298,2.1996,0.669,0.0156,0
1.1036,0.1148,0.3189,0.2365,0.233,4.1684,108.4179,2.3073,0.8808,0.0046,0
0.9696,0.2122,0.3268,0.1689,0.1667,4.889,120.7482,2.4207,0.8401,0.0252,1
1.1168,0.107,0.2825,0.2834,0.2816,4.0313,106.0572,2.2851,0.8101,0.0093,1
1.4882,1.0089,0.4213,0.3776,0.3689,2.433,74.7767,1.9536,0.4741,-0.0006,0
1.0346,0.0476,0.3437,0.1746,0.1739,4.5883,115.8458,2.3753,0.8401,-0.0002,1
0.9866,0.0526,0.2865,0.2124,0.2078,4.8435,120.3255,2.417,0.8536,0.004,1
1.1455,0.0432,0.2991,0.2728,0.2625,3.9935,105.072,2.2748,0.8874,0.0005,1
1.1172,0.0732,0.2819,0.2846,0.2817,4.0327,106.1177,2.2832,0.8105,0.0092,1
1.2651,0.1159,0.3608,0.2696,0.2665,3.4394,94.8938,2.172,0.8305,-0.0001,0
0.9896,0.1711,0.3086,0.1918,0.1849,4.8201,119.9031,2.4125,0.8075,0.0167,1
1.0981,0.169,0.2781,0.2942,0.2772,3.9792,104.9147,2.272,0.7888,0.0388,1
1.1461,0.0607,0.2988,0.2719,0.2641,3.9823,104.9135,2.2735,0.8868,-0.0007,1
1.2209,0.1629,0.4157,0.2005,0.199,3.5678,97.5742,2.1988,0.6545,0.0051,1
1.0588,0.0805,0.3005,0.2332,0.2303,4.3968,112.4892,2.344,0.8995,0.0133,1
1.1939,0.1021,0.3613,0.2423,0.2347,3.6736,99.2903,2.2204,0.8387,0.0152,0
1.2284,0.09,0.377,0.2411,0.2396,3.542,96.9681,2.1945,0.7277,0.0001,0
1.0104,0.1393,0.2877,0.2196,0.2135,4.7421,118.3521,2.3956,0.8495,0.0044,1
0.9897,0.0865,0.2883,0.207,0.2039,4.8757,120.7576,2.4231,0.7954,0.0001,1
0.9852,0.45,0.3625,0.1728,0.1659,4.379,111.9891,2.3451,0.795,0.0759,1
1.1121,0.0259,0.3086,0.2474,0.2433,4.1408,107.9989,2.3018,0.9068,-0.0001,1
1.0583,0.0909,0.3004,0.2332,0.2309,4.3881,112.3833,2.3441,0.9,0.0128,1
1.2093,0.1989,0.2649,0.3373,0.3305,3.6762,99.7005,2.2185,0.8755,0.0049,1
1.0417,0.1052,0.3697,0.1507,0.1445,4.5243,114.7575,2.3651,0.7736,-0.0005,0
1.1581,0.1334,0.2998,0.2804,0.2688,3.8846,103.3287,2.2585,0.8686,0.0051,1
1.0419,0.1623,0.3316,0.1996,0.1997,4.4068,112.8507,2.3503,0.7875,0.0175,0
1.017,0.2852,0.3454,0.1857,0.1519,4.4223,112.7697,2.3489,0.8887,0.0353,1
0.9648,0.2111,0.3654,0.1283,0.1261,4.8974,121.2405,2.4272,0.8526,0.0208,1
1.6726,0.2299,0.3666,0.4805,0.4606,2.2497,70.7535,1.9043,0.8657,0.0071,1
1.9155,0.2108,0.4124,0.5407,0.5167,1.8909,62.9548,1.8066,0.8212,0.0078,1
1.0124,0.1673,0.2717,0.2398,0.2271,4.6824,117.4365,2.3888,0.8127,0.0044,1
1.0302,0.0917,0.2941,0.2286,0.2235,4.5199,114.8544,2.3676,0.9259,0.0173,1
1.0517,0.1034,0.3315,0.196,0.1936,4.4551,113.4168,2.3553,0.8408,0.0046,0
1.1753,0.0836,0.3555,0.2321,0.2306,3.8029,102.0778,2.2427,0.8447,0.0002,0
1.0687,0.0721,0.2612,0.2764,0.2698,4.3651,111.8872,2.3406,0.8606,0.0016,1
1.1547,0.0646,0.2955,0.2828,0.2766,3.9262,103.8538,2.2626,0.9147,0.0001,1
1.0274,0.2091,0.3694,0.1619,0.1579,4.4165,112.9239,2.3485,0.6669,0.0259,1
1.1995,0.0497,0.2939,0.3036,0.2986,3.7291,100.5781,2.2294,0.8939,0.0055,1
1.2541,0.1592,0.2886,0.343,0.3354,3.4498,94.8585,2.1739,0.8705,0.0103,1
1.0259,0.027,0.305,0.2089,0.2059,4.6436,116.8032,2.3846,0.9146,0.0001,0
1.0393,0.0865,0.3709,0.1511,0.1461,4.537,114.699,2.3654,0.7759,0.0001,0
1.0383,0.1011,0.3243,0.2004,0.1973,4.5108,114.3148,2.3612,0.8636,0.0037,0
1.0658,0.1547,0.32,0.2153,0.2155,4.3683,112.05,2.3394,0.8725,0.0085,0
1.0269,0.2027,0.3688,0.1622,0.1581,4.4214,112.6502,2.346,0.6696,0.0259,1
0.9946,0.1619,0.3348,0.1753,0.1684,4.71,117.7384,2.3946,0.8333,0.0169,1
1.1043,0.1129,0.3178,0.2357,0.2318,4.1667,108.3872,2.307,0.8789,0.0048,0
0.9549,0.0773,0.2368,0.2439,0.2405,5.107,124.9207,2.457,0.8455,0.0,1
1.2297,0.0723,0.377,0.2411,0.2389,3.5535,97.204,2.193,0.7243,-0.0004,0
1.0319,0.2152,0.3696,0.1612,0.1587,4.4223,112.8484,2.3502,0.6705,0.0254,1
1.1551,0.1856,0.2921,0.2938,0.286,3.8356,102.5971,2.2483,0.8868,0.0145,1
1.4864,1.0119,0.4219,0.3795,0.3712,2.4431,75.0292,1.9529,0.4746,0.0004,0
1.1915,0.1012,0.3611,0.2414,0.2367,3.684,99.6882,2.2196,0.8386,0.0148,0
1.2777,0.1645,0.3007,0.3428,0.332,3.3434,93.1358,2.1527,0.822,0.0107,1
1.1269,0.1577,0.3538,0.2171,0.2135,3.9712,104.9594,2.2714,0.8679,0.0095,1
1.1043,0.1213,0.3187,0.2344,0.232,4.1715,108.3452,2.3038,0.8808,0.0042,0
1.2381,0.1331,0.3522,0.274,0.2678,3.4771,95.8369,2.18,0.7792,0.0051,1
0.9885,0.0951,0.2887,0.2095,0.205,4.8636,120.7172,2.4207,0.7961,-0.0,1
1.2573,0.1496,0.2885,0.3433,0.3357,3.4449,94.9242,2.1741,0.8715,0.0106,1
1.1775,0.1394,0.2882,0.3064,0.296,3.7566,100.9704,2.2344,0.8839,0.0097,1
0.9532,0.068,0.2363,0.2432,0.2389,5.0999,124.8112,2.4579,0.8446,-0.0001,1
0.9886,0.1646,0.308,0.1932,0.1856,4.8217,119.9298,2.41,0.8078,0.0168,1
1.0372,0.1031,0.3345,0.1836,0.1801,4.5943,115.649,2.3757,0.8317,-0.0001,0
0.9897,0.0763,0.2889,0.2074,0.2038,4.8812,120.713,2.4226,0.797,0.0003,1
0.998,0.1518,0.3523,0.1501,0.1489,4.7985,119.5346,2.41,0.7628,0.0101,1
1.6754,0.2254,0.3657,0.4812,0.4611,2.2528,70.8613,1.9047,0.8633,0.0071,1
1.1436,0.0583,0.2989,0.273,0.2638,3.9722,105.0344,2.2722,0.8849,0.0001,1
1.0329,0.0574,0.327,0.1908,0.1892,4.5816,115.9669,2.3768,0.8177,0.0001,0
1.1722,0.0679,0.3488,0.2334,0.2275,3.8845,102.9918,2.2556,0.803,0.0001,0
1.1147,0.0262,0.3078,0.2472,0.2443,4.1487,108.1224,2.3042,0.906,-0.0001,1
1.1219,0.0856,0.2479,0.3053,0.2971,4.168,108.5615,2.3076,0.892,0.0046,1
1.0404,0.1088,0.3241,0.1993,0.1972,4.5035,114.5733,2.3652,0.8632,0.0045,0
1.0524,0.0429,0.3028,0.2255,0.2223,4.4679,113.9722,2.3592,0.8698,0.0003,0
1.121,0.0932,0.2485,0.3035,0.2972,4.1636,108.2736,2.3084,0.8912,0.0051,1
1.0357,0.1057,0.3087,0.2155,0.2132,4.4902,114.3585,2.362,0.8789,0.0129,0
0.9865,0.0664,0.2869,0.2119,0.2089,4.8428,120.5382,2.4171,0.8561,0.0042,1
0.9276,0.0821,0.2905,0.1745,0.1695,5.3735,129.1866,2.4973,0.8893,0.0036,1
1.0964,0.1578,0.2426,0.3124,0.3019,4.1664,108.3062,2.3062,0.9001,0.0042,1
1.0681,0.0716,0.2614,0.2755,0.2691,4.3707,111.6657,2.341,0.8592,0.002,1
1.1023,0.2296,0.3556,0.1938,0.1855,4.2237,109.2767,2.3167,0.8228,0.0049,0
1.0416,0.1131,0.324,0.2002,0.1985,4.5016,114.2116,2.3638,0.8628,0.0044,0
0.9964,0.1665,0.3339,0.1745,0.1684,4.7094,118.123,2.3926,0.8336,0.0167,1
1.0129,0.2494,0.329,0.1885,0.1585,4.5917,115.8504,2.3746,0.8327,0.0076,1
0.9986,0.1574,0.3334,0.1749,0.1692,4.7037,117.8061,2.3934,0.835,0.0167,1
1.0427,0.221,0.2451,0.2995,0.2874,4.2828,110.3846,2.324,0.8981,0.0314,1
1.0302,0.0946,0.2954,0.228,0.2241,4.5296,114.8,2.3678,0.9246,0.0175,1
1.0758,0.1302,0.38,0.156,0.1511,4.3591,111.8925,2.3413,0.7186,0.0091,0
0.9256,0.3604,0.2769,0.2207,0.2098,4.8305,120.2805,2.4164,0.8143,0.0838,1
1.0465,0.1997,0.3779,0.1415,0.1382,4.5526,115.2614,2.3719,0.6932,0.0042,1
1.067,0.078,0.2615,0.2753,0.2688,4.3522,111.8114,2.3389,0.8591,0.0018,1
1.0297,0.207,0.3697,0.1627,0.1581,4.4246,112.8602,2.3469,0.6687,0.0257,1
1.1575,0.0572,0.294,0.2832,0.2781,3.9232,104.0145,2.2619,0.9133,-0.0006,1
0.9806,0.7048,0.3044,0.2961,0.2775,3.7069,100.2211,2.2264,0.2368,0.2093,1
0.9864,0.4552,0.2897,0.259,0.256,4.2223,109.4359,2.3163,0.7243,0.1046,1
1.0269,0.0451,0.3049,0.2079,0.2059,4.6488,117.0122,2.3839,0.9141,0.0001,0
1.2018,0.0514,0.293,0.3037,0.2986,3.7334,100.555,2.2285,0.8947,0.0052,1
1.1051,0.1223,0.3178,0.2347,0.2326,4.1643,108.5246,2.3063,0.8799,0.0046,0
1.0286,0.2193,0.3695,0.1625,0.1589,4.4175,112.7893,2.3491,0.668,0.0261,1
1.0528,0.0428,0.3026,0.2233,0.2214,4.4758,113.9,2.3586,0.8704,-0.0001,0
0.9702,0.2132,0.3278,0.169,0.1666,4.8747,120.8061,2.4222,0.8431,0.0248,1
1.0335,0.0997,0.3353,0.1836,0.1772,4.593,116.0956,2.3738,0.8312,-0.0007,0
1.0715,0.0616,0.3368,0.1986,0.1966,4.3652,111.965,2.3389,0.8166,0.0002,0
1.1619,0.1131,0.2988,0.2796,0.2683,3.8953,103.524,2.2567,0.8685,0.005,1
1.079,0.0596,0.3593,0.1805,0.1784,4.308,110.9485,2.3304,0.7718,0.0001,1
1.1577,0.0595,0.2943,0.2822,0.2785,3.9183,104.0182,2.2635,0.9139,-0.0001,1
1.0525,0.0302,0.3603,0.167,0.1643,4.4715,114.1123,2.3575,0.7807,-0.0003,0
0.989,0.0628,0.2873,0.211,0.2088,4.8441,120.2727,2.4189,0.8551,0.0046,1
1.1211,0.0894,0.2481,0.3036,0.2971,4.1759,108.5011,2.3066,0.8898,0.0051,1
